Voter_ID,State,Region,Age,Gender,Education_Level,Occupation,Income_Bracket,Polling_Station_Type,Party_Preference,Voted,Satisfaction_with_Government,Satisfaction_with_Local_Representative,Key_Issue,Is_First_Time_Voter,Predicted_Winner,Has_Voter_ID,Distance_to_Polling_Station_km,Time_Spent_in_Queue_minutes,Weather_on_Polling_Day,Social_Media_Influence,Voter_Satisfaction_Score
VOTER_21592,Rajasthan,North,80,Other,Post Graduate,Homemaker,High,Rural,Party E,No,2,5,Women Safety,Yes,Party D,Yes,8.47,162,Sunny,1,7.3
VOTER_21593,Gujarat,North,24,Male,Secondary,Farmer,Low,Rural,Party B,Yes,2,3,Women Safety,No,Party D,Yes,23.03,7,Rainy,2,4.6
VOTER_21594,Madhya Pradesh,North,48,Other,No Schooling,Unemployed,Middle,Urban,Party E,No,3,1,Education,Yes,Party E,No,6.94,147,Sunny,2,8.4
VOTER_21595,Tamil Nadu,West,72,Male,Graduate,Homemaker,Low,Urban,Party D,No,1,2,Infrastructure,No,Party D,Yes,4.29,102,Sunny,5,4.7
VOTER_21596,Tamil Nadu,North,42,Female,Graduate,Student,Low,Rural,Party C,No,2,1,Agriculture,Yes,Party E,Yes,3.0,178,Rainy,1,6.4
VOTER_21597,Bihar,North,47,Other,Primary,Doctor,Upper Middle,Rural,Party B,Yes,1,2,Healthcare,No,Party B,Yes,17.23,68,Sunny,4,7.5
VOTER_21598,Bihar,East,53,Other,Primary,Engineer,Upper Middle,Urban,Party E,Yes,5,1,Unemployment,Yes,Party A,Yes,18.83,49,Cloudy,1,3.6
VOTER_21599,Uttar Pradesh,East,67,Male,Secondary,Farmer,Middle,Rural,Party E,No,4,2,Infrastructure,No,Party C,No,21.9,26,Sunny,5,1.7
VOTER_21600,West Bengal,East,31,Female,Primary,Laborer,Middle,Rural,Party B,No,4,4,Infrastructure,No,Party D,Yes,5.42,136,Cloudy,4,8.7
VOTER_21601,Bihar,West,46,Other,Graduate,Retired,High,Rural,Party C,No,3,5,Crime,Yes,Party C,No,4.94,119,Sunny,1,1.6
VOTER_21602,Rajasthan,North,44,Female,Secondary,Unemployed,Low,Rural,Party E,No,3,2,Healthcare,No,Party A,No,4.73,110,Cloudy,4,2.5
VOTER_21603,Tamil Nadu,West,67,Male,No Schooling,Engineer,Middle,Urban,Party D,Yes,4,4,Infrastructure,Yes,Party B,No,2.55,154,Rainy,3,5.9
VOTER_21604,Gujarat,West,53,Male,Primary,Teacher,Low,Urban,Party C,No,5,5,Education,Yes,Party B,Yes,7.3,14,Sunny,3,2.9
VOTER_21605,Andhra Pradesh,South,51,Male,Graduate,Business,Low,Urban,Party B,No,3,2,Agriculture,Yes,Party A,No,15.95,109,Sunny,4,7.7
VOTER_21606,Bihar,West,38,Male,Primary,Teacher,Middle,Urban,Party A,Yes,5,3,Crime,Yes,Party A,Yes,3.82,33,Cloudy,5,8.9
VOTER_21607,Tamil Nadu,South,55,Female,Higher Secondary,Business,High,Urban,Party C,Yes,3,1,Education,Yes,Party C,Yes,9.57,151,Cloudy,1,6.6
VOTER_21608,Gujarat,Central,67,Female,Higher Secondary,Doctor,Middle,Rural,Party E,Yes,2,1,Women Safety,Yes,Party D,No,18.55,11,Sunny,4,3.5
VOTER_21609,Andhra Pradesh,East,54,Female,Graduate,Unemployed,High,Urban,Party C,No,1,1,Education,Yes,Party C,Yes,20.0,104,Cloudy,1,1.4
VOTER_21610,Bihar,South,36,Female,Post Graduate,Homemaker,High,Rural,Party B,Yes,4,2,Unemployment,Yes,Party A,No,10.82,17,Cloudy,2,9.8
VOTER_21611,Gujarat,Central,18,Male,Secondary,Teacher,Middle,Rural,Party E,No,1,3,Infrastructure,No,Party B,No,4.68,174,Rainy,4,3.1
VOTER_21612,Bihar,West,57,Other,Graduate,Teacher,Middle,Urban,Party D,No,4,3,Women Safety,Yes,Party E,No,22.41,136,Sunny,4,9.2
VOTER_21613,Uttar Pradesh,South,72,Male,Secondary,Retired,Middle,Urban,Party C,Yes,3,3,Agriculture,No,Party B,No,2.48,102,Rainy,1,2.0
VOTER_21614,Bihar,West,43,Other,Higher Secondary,Unemployed,Upper Middle,Rural,Party B,No,1,5,Education,Yes,Party D,Yes,13.02,179,Cloudy,5,1.1
VOTER_21615,Madhya Pradesh,South,60,Male,No Schooling,Doctor,Middle,Rural,Party B,Yes,5,2,Unemployment,Yes,Party D,Yes,18.56,174,Cloudy,5,2.7
VOTER_21616,Karnataka,East,76,Other,Secondary,Student,Middle,Rural,Party E,Yes,3,4,Unemployment,No,Party A,No,1.47,104,Rainy,2,2.0
VOTER_21617,Uttar Pradesh,West,68,Female,Graduate,Retired,High,Urban,Party D,No,2,5,Women Safety,Yes,Party A,No,20.71,7,Rainy,4,4.9
VOTER_21618,West Bengal,North,32,Male,Secondary,Teacher,Upper Middle,Urban,Party C,No,1,2,Women Safety,Yes,Party B,Yes,9.06,10,Cloudy,4,4.7
VOTER_21619,Andhra Pradesh,North,25,Male,Graduate,Retired,High,Rural,Party B,Yes,1,3,Crime,No,Party A,Yes,2.28,16,Cloudy,2,9.1
VOTER_21620,Karnataka,South,31,Male,Primary,Laborer,Upper Middle,Rural,Party D,Yes,2,2,Women Safety,Yes,Party E,No,15.92,100,Sunny,4,3.8
VOTER_21621,Tamil Nadu,East,24,Male,Graduate,Unemployed,Low,Rural,Party D,No,4,3,Corruption,No,Party A,Yes,17.14,178,Rainy,3,2.9
VOTER_21622,West Bengal,West,35,Other,Primary,Farmer,Upper Middle,Rural,Party E,Yes,3,4,Infrastructure,No,Party A,Yes,10.53,120,Rainy,2,5.5
VOTER_21623,Bihar,West,29,Female,Primary,Farmer,Upper Middle,Rural,Party B,Yes,2,3,Unemployment,Yes,Party E,Yes,1.28,82,Rainy,3,3.5
VOTER_21624,Uttar Pradesh,South,19,Male,No Schooling,Business,High,Rural,Party E,Yes,5,5,Unemployment,No,Party C,No,18.26,26,Sunny,4,3.0
VOTER_21625,Andhra Pradesh,East,67,Female,Higher Secondary,Doctor,Low,Rural,Party A,No,3,2,Healthcare,No,Party D,Yes,18.52,121,Rainy,1,1.8
VOTER_21626,Karnataka,Central,38,Other,Secondary,Homemaker,Middle,Urban,Party A,Yes,2,1,Infrastructure,Yes,Party C,Yes,24.75,20,Rainy,4,5.2
VOTER_21627,Maharashtra,West,24,Other,Higher Secondary,Farmer,Middle,Urban,Party A,Yes,2,3,Corruption,No,Party A,No,18.98,40,Sunny,4,4.4
VOTER_21628,Rajasthan,Central,29,Female,Graduate,Student,High,Urban,Party A,Yes,1,3,Corruption,Yes,Party B,No,8.95,157,Cloudy,3,2.0
VOTER_21629,Bihar,West,74,Other,Post Graduate,Doctor,High,Urban,Party E,No,1,1,Corruption,Yes,Party C,No,22.41,96,Cloudy,1,1.3
VOTER_21630,Madhya Pradesh,South,40,Male,Higher Secondary,Homemaker,Low,Urban,Party B,Yes,1,5,Agriculture,No,Party C,Yes,0.79,107,Sunny,5,6.9
VOTER_21631,Tamil Nadu,East,47,Male,Higher Secondary,Homemaker,High,Urban,Party C,No,3,4,Agriculture,Yes,Party B,Yes,13.17,111,Rainy,5,3.0
VOTER_21632,Bihar,North,75,Male,Higher Secondary,Student,High,Rural,Party E,No,4,4,Agriculture,Yes,Party E,No,17.79,36,Sunny,4,4.4
VOTER_21633,Tamil Nadu,South,69,Female,Post Graduate,Farmer,Low,Urban,Party C,Yes,3,5,Corruption,No,Party B,No,3.18,15,Rainy,2,1.7
VOTER_21634,Rajasthan,North,73,Male,Secondary,Doctor,Middle,Rural,Party A,No,1,2,Education,No,Party C,No,0.8,113,Sunny,3,5.0
VOTER_21635,Andhra Pradesh,Central,27,Female,Graduate,Laborer,Low,Rural,Party A,No,1,4,Corruption,No,Party B,No,20.53,19,Cloudy,4,4.6
VOTER_21636,Rajasthan,Central,36,Male,No Schooling,Teacher,Low,Rural,Party E,No,3,5,Infrastructure,No,Party D,No,24.06,6,Sunny,3,1.1
VOTER_21637,Maharashtra,South,36,Female,Primary,Farmer,Middle,Urban,Party C,No,2,3,Unemployment,No,Party B,No,2.69,126,Cloudy,2,1.5
VOTER_21638,Maharashtra,Central,76,Other,Graduate,Doctor,Low,Rural,Party C,No,2,1,Women Safety,No,Party D,Yes,15.38,43,Sunny,1,5.3
VOTER_21639,Bihar,West,61,Male,No Schooling,Engineer,Middle,Rural,Party C,Yes,1,2,Infrastructure,No,Party A,Yes,2.43,141,Sunny,5,5.7
VOTER_21640,Rajasthan,East,76,Male,No Schooling,Teacher,High,Urban,Party B,No,1,2,Crime,Yes,Party C,Yes,15.62,90,Rainy,5,5.7
VOTER_21641,Uttar Pradesh,South,21,Female,No Schooling,Student,Low,Rural,Party A,Yes,4,3,Education,Yes,Party D,No,11.4,109,Rainy,2,6.5
VOTER_21642,Karnataka,Central,82,Male,Secondary,Business,Middle,Urban,Party E,No,2,4,Crime,No,Party E,No,13.44,115,Sunny,4,8.9
VOTER_21643,West Bengal,Central,30,Other,No Schooling,Business,Upper Middle,Rural,Party A,No,4,2,Infrastructure,No,Party C,No,4.58,112,Sunny,4,4.6
VOTER_21644,Tamil Nadu,Central,84,Female,No Schooling,Retired,High,Urban,Party C,No,1,1,Infrastructure,Yes,Party A,Yes,2.94,19,Cloudy,2,2.1
VOTER_21645,Madhya Pradesh,Central,29,Female,Graduate,Business,Upper Middle,Rural,Party B,No,1,3,Crime,Yes,Party D,No,13.56,166,Sunny,1,3.4
VOTER_21646,Uttar Pradesh,North,72,Female,No Schooling,Doctor,Middle,Rural,Party D,No,4,2,Unemployment,Yes,Party B,No,5.66,166,Sunny,4,1.0
VOTER_21647,Madhya Pradesh,West,78,Other,Post Graduate,Student,Middle,Urban,Party E,No,4,3,Women Safety,Yes,Party E,No,20.15,42,Cloudy,2,4.0
VOTER_21648,Madhya Pradesh,West,58,Female,Primary,Doctor,Upper Middle,Rural,Party A,No,1,4,Agriculture,Yes,Party E,No,2.96,127,Rainy,5,6.3
VOTER_21649,Rajasthan,Central,53,Male,Graduate,Laborer,Upper Middle,Rural,Party D,Yes,5,5,Corruption,Yes,Party E,No,4.5,124,Rainy,3,8.5
VOTER_21650,Gujarat,North,19,Other,Higher Secondary,Teacher,Low,Rural,Party D,No,1,3,Agriculture,Yes,Party C,Yes,14.32,30,Sunny,2,7.8
VOTER_21651,Gujarat,Central,39,Female,Primary,Student,High,Urban,Party A,No,2,4,Unemployment,Yes,Party C,Yes,19.43,149,Cloudy,4,8.7
VOTER_21652,Uttar Pradesh,East,39,Male,No Schooling,Farmer,Upper Middle,Rural,Party C,Yes,1,2,Healthcare,Yes,Party C,Yes,15.78,124,Cloudy,4,4.3
VOTER_21653,Madhya Pradesh,West,58,Female,No Schooling,Unemployed,Middle,Rural,Party E,No,3,2,Agriculture,Yes,Party B,Yes,23.57,95,Sunny,5,7.3
VOTER_21654,West Bengal,South,31,Female,Graduate,Engineer,Middle,Urban,Party D,Yes,1,4,Women Safety,Yes,Party D,No,20.66,89,Sunny,2,3.8
VOTER_21655,Rajasthan,East,52,Female,Higher Secondary,Homemaker,Middle,Rural,Party A,No,5,2,Infrastructure,Yes,Party B,Yes,17.7,138,Cloudy,3,5.3
VOTER_21656,Madhya Pradesh,North,67,Male,No Schooling,Teacher,Low,Urban,Party D,No,2,2,Agriculture,No,Party C,Yes,5.19,150,Rainy,5,8.7
VOTER_21657,Maharashtra,South,26,Other,Higher Secondary,Engineer,Low,Rural,Party B,No,1,2,Women Safety,No,Party B,Yes,17.69,127,Cloudy,5,9.0
VOTER_21658,West Bengal,East,76,Female,Secondary,Teacher,Middle,Rural,Party A,Yes,4,4,Healthcare,Yes,Party E,No,1.67,100,Sunny,1,6.4
VOTER_21659,Andhra Pradesh,Central,73,Female,Primary,Doctor,Low,Rural,Party A,Yes,2,4,Unemployment,Yes,Party C,No,12.91,139,Sunny,4,4.3
VOTER_21660,West Bengal,Central,27,Other,Post Graduate,Student,Upper Middle,Urban,Party A,Yes,2,3,Crime,Yes,Party D,Yes,5.95,138,Rainy,1,3.9
VOTER_21661,Andhra Pradesh,West,42,Other,Primary,Retired,Middle,Urban,Party E,Yes,5,1,Education,No,Party D,No,2.91,75,Cloudy,5,5.4
VOTER_21662,Bihar,South,62,Female,Primary,Business,Middle,Rural,Party D,Yes,4,5,Healthcare,Yes,Party E,No,20.3,112,Rainy,2,6.8
VOTER_21663,Madhya Pradesh,South,28,Female,Graduate,Farmer,Middle,Rural,Party E,Yes,3,2,Agriculture,No,Party A,Yes,10.84,99,Cloudy,4,9.9
VOTER_21664,Karnataka,North,26,Other,Primary,Engineer,Middle,Rural,Party B,Yes,1,1,Infrastructure,Yes,Party B,No,7.67,128,Rainy,4,5.2
VOTER_21665,Maharashtra,West,24,Female,Post Graduate,Student,High,Rural,Party E,Yes,3,1,Education,Yes,Party B,No,8.12,102,Sunny,5,5.0
VOTER_21666,Maharashtra,Central,51,Female,No Schooling,Engineer,Low,Urban,Party E,Yes,4,4,Women Safety,No,Party B,Yes,7.42,82,Cloudy,5,1.5
VOTER_21667,Gujarat,South,37,Male,Higher Secondary,Engineer,High,Rural,Party B,Yes,2,4,Women Safety,Yes,Party B,Yes,8.65,9,Rainy,5,2.9
VOTER_21668,Madhya Pradesh,South,22,Other,Secondary,Unemployed,Upper Middle,Urban,Party E,No,5,1,Education,No,Party A,Yes,1.94,129,Cloudy,1,4.8
VOTER_21669,Maharashtra,West,72,Other,Post Graduate,Retired,Upper Middle,Rural,Party E,Yes,5,4,Infrastructure,Yes,Party E,No,14.08,108,Cloudy,3,1.5
VOTER_21670,Maharashtra,South,32,Other,No Schooling,Teacher,Middle,Rural,Party E,Yes,2,3,Education,Yes,Party B,No,0.94,120,Cloudy,1,4.9
VOTER_21671,Bihar,South,65,Male,Secondary,Business,Upper Middle,Rural,Party B,No,5,3,Agriculture,No,Party E,Yes,22.85,142,Cloudy,5,8.0
VOTER_21672,Gujarat,East,21,Female,Post Graduate,Homemaker,Middle,Rural,Party E,No,3,5,Healthcare,Yes,Party A,Yes,14.17,170,Rainy,2,5.7
VOTER_21673,Tamil Nadu,South,38,Female,No Schooling,Doctor,Low,Urban,Party E,No,2,5,Healthcare,No,Party D,Yes,21.15,50,Rainy,5,6.3
VOTER_21674,Uttar Pradesh,North,26,Male,Graduate,Doctor,High,Rural,Party C,No,1,5,Healthcare,Yes,Party E,No,4.16,134,Rainy,5,2.1
VOTER_21675,Andhra Pradesh,West,83,Other,Secondary,Retired,High,Urban,Party E,Yes,1,2,Infrastructure,Yes,Party E,Yes,19.64,89,Cloudy,5,6.9
VOTER_21676,Bihar,West,52,Other,Post Graduate,Farmer,Upper Middle,Rural,Party E,Yes,4,3,Healthcare,Yes,Party B,No,20.55,118,Sunny,5,3.1
VOTER_21677,Madhya Pradesh,North,68,Male,Higher Secondary,Homemaker,Middle,Rural,Party C,No,2,2,Unemployment,Yes,Party A,Yes,12.18,29,Rainy,3,9.1
VOTER_21678,West Bengal,East,54,Male,Graduate,Homemaker,Upper Middle,Rural,Party B,Yes,3,3,Crime,Yes,Party E,Yes,11.26,11,Sunny,4,1.8
VOTER_21679,Madhya Pradesh,East,23,Female,Primary,Engineer,High,Rural,Party A,No,2,1,Women Safety,Yes,Party B,No,17.24,121,Rainy,3,6.0
VOTER_21680,Uttar Pradesh,Central,68,Male,Graduate,Retired,Upper Middle,Urban,Party A,No,2,2,Crime,No,Party A,No,10.45,146,Rainy,4,8.9
VOTER_21681,Uttar Pradesh,South,83,Male,Higher Secondary,Business,High,Rural,Party C,Yes,3,5,Healthcare,Yes,Party A,Yes,20.26,114,Sunny,1,7.4
VOTER_21682,Maharashtra,North,34,Male,Secondary,Engineer,Upper Middle,Urban,Party E,Yes,5,3,Education,No,Party A,Yes,2.01,65,Rainy,4,6.1
VOTER_21683,Gujarat,West,82,Male,Graduate,Teacher,High,Rural,Party D,No,3,5,Healthcare,Yes,Party B,Yes,3.69,65,Rainy,2,5.6
VOTER_21684,Bihar,East,26,Female,Primary,Farmer,Middle,Urban,Party A,No,2,4,Healthcare,Yes,Party D,Yes,24.57,86,Sunny,5,6.8
VOTER_21685,Karnataka,North,30,Female,Higher Secondary,Farmer,Upper Middle,Urban,Party B,No,2,3,Infrastructure,Yes,Party B,No,23.47,82,Rainy,1,1.1
VOTER_21686,Andhra Pradesh,Central,75,Female,Primary,Unemployed,Upper Middle,Urban,Party B,No,2,3,Healthcare,Yes,Party A,Yes,19.75,164,Sunny,2,9.4
VOTER_21687,Bihar,Central,47,Male,Post Graduate,Homemaker,Low,Urban,Party D,Yes,2,5,Infrastructure,Yes,Party C,No,20.09,160,Sunny,5,7.3
VOTER_21688,Bihar,South,48,Female,Higher Secondary,Teacher,Middle,Urban,Party B,No,4,5,Agriculture,Yes,Party C,Yes,10.5,118,Sunny,3,4.4
VOTER_21689,Gujarat,East,40,Female,No Schooling,Teacher,Upper Middle,Rural,Party E,Yes,5,5,Healthcare,No,Party D,Yes,13.6,78,Sunny,3,8.9
VOTER_21690,Gujarat,Central,80,Other,No Schooling,Retired,Upper Middle,Rural,Party B,Yes,2,3,Unemployment,No,Party E,Yes,10.9,5,Cloudy,5,7.4
VOTER_21691,Maharashtra,South,45,Female,Secondary,Laborer,Middle,Rural,Party E,Yes,4,1,Corruption,Yes,Party A,No,6.99,6,Rainy,1,5.3
VOTER_21692,Karnataka,East,76,Male,No Schooling,Homemaker,High,Rural,Party B,No,2,4,Education,Yes,Party A,No,9.88,126,Sunny,2,3.7
VOTER_21693,Gujarat,Central,27,Other,Post Graduate,Business,Upper Middle,Rural,Party E,No,5,5,Healthcare,Yes,Party E,No,8.44,131,Sunny,1,5.1
VOTER_21694,Rajasthan,West,43,Female,Primary,Engineer,High,Urban,Party C,No,5,1,Crime,No,Party C,No,4.44,161,Cloudy,3,9.1
VOTER_21695,Karnataka,West,34,Other,Post Graduate,Business,Upper Middle,Rural,Party C,No,3,5,Unemployment,No,Party C,No,22.16,112,Cloudy,4,6.4
VOTER_21696,Uttar Pradesh,North,57,Other,Post Graduate,Doctor,High,Rural,Party C,Yes,4,3,Healthcare,Yes,Party B,No,19.47,140,Cloudy,5,3.0
VOTER_21697,Maharashtra,West,40,Other,No Schooling,Farmer,Low,Rural,Party B,No,5,1,Agriculture,Yes,Party D,Yes,11.28,71,Cloudy,1,9.3
VOTER_21698,Karnataka,West,52,Male,Higher Secondary,Farmer,High,Rural,Party C,Yes,1,3,Corruption,Yes,Party A,Yes,1.89,161,Rainy,4,4.3
VOTER_21699,Bihar,East,26,Other,Graduate,Business,Middle,Urban,Party E,No,2,2,Women Safety,No,Party C,No,15.41,100,Cloudy,1,7.2
VOTER_21700,Rajasthan,South,62,Other,Graduate,Engineer,Low,Rural,Party E,No,5,5,Women Safety,No,Party B,No,1.61,80,Sunny,3,7.3
VOTER_21701,Rajasthan,West,54,Female,Post Graduate,Homemaker,High,Urban,Party E,No,4,4,Education,Yes,Party A,No,6.9,87,Rainy,2,8.3
VOTER_21702,Karnataka,East,36,Female,No Schooling,Retired,High,Rural,Party A,No,4,1,Infrastructure,No,Party A,Yes,5.84,98,Sunny,5,3.9
VOTER_21703,Karnataka,West,44,Other,Higher Secondary,Unemployed,Upper Middle,Rural,Party E,Yes,4,2,Corruption,Yes,Party A,No,1.61,148,Sunny,5,3.3
VOTER_21704,Karnataka,Central,30,Other,Post Graduate,Unemployed,Upper Middle,Rural,Party C,Yes,3,5,Corruption,No,Party B,No,6.96,104,Cloudy,4,2.7
VOTER_21705,Madhya Pradesh,East,74,Male,Primary,Business,Middle,Urban,Party B,No,2,2,Unemployment,No,Party E,Yes,21.89,121,Cloudy,2,5.7
VOTER_21706,Uttar Pradesh,South,77,Male,Higher Secondary,Homemaker,Middle,Rural,Party D,No,1,1,Infrastructure,No,Party C,No,13.26,123,Rainy,5,7.9
VOTER_21707,Gujarat,North,29,Female,Secondary,Engineer,Low,Urban,Party E,No,4,4,Healthcare,Yes,Party D,Yes,2.07,157,Sunny,3,1.6
VOTER_21708,Gujarat,South,26,Female,Primary,Unemployed,High,Urban,Party D,Yes,2,1,Infrastructure,No,Party D,Yes,4.41,25,Sunny,5,1.5
VOTER_21709,Tamil Nadu,North,44,Male,Post Graduate,Homemaker,Middle,Rural,Party B,Yes,4,4,Women Safety,Yes,Party C,No,9.68,149,Cloudy,2,4.5
VOTER_21710,Gujarat,West,80,Other,Primary,Engineer,Upper Middle,Urban,Party E,Yes,4,3,Corruption,No,Party E,Yes,11.54,174,Rainy,3,8.2
VOTER_21711,Rajasthan,East,46,Other,Primary,Farmer,High,Rural,Party E,No,1,5,Corruption,Yes,Party E,No,5.89,104,Cloudy,4,4.1
VOTER_21712,West Bengal,South,39,Male,Primary,Engineer,Middle,Urban,Party B,No,2,2,Agriculture,No,Party C,No,13.3,152,Sunny,3,2.8
VOTER_21713,Andhra Pradesh,Central,36,Male,Primary,Homemaker,Low,Urban,Party A,No,4,3,Healthcare,No,Party E,No,12.65,11,Sunny,3,9.6
VOTER_21714,Andhra Pradesh,South,55,Other,Higher Secondary,Homemaker,Middle,Rural,Party E,No,3,5,Corruption,Yes,Party B,Yes,14.11,118,Cloudy,5,8.7
VOTER_21715,West Bengal,North,56,Other,Graduate,Retired,Middle,Rural,Party C,No,4,2,Healthcare,No,Party B,No,5.19,142,Rainy,1,1.4
VOTER_21716,Uttar Pradesh,West,32,Female,Secondary,Laborer,High,Urban,Party D,No,2,3,Crime,No,Party D,No,8.83,107,Sunny,1,6.0
VOTER_21717,Gujarat,East,71,Other,Post Graduate,Student,Low,Rural,Party D,No,5,5,Unemployment,Yes,Party B,No,21.21,89,Cloudy,5,6.8
VOTER_21718,Tamil Nadu,West,49,Male,Post Graduate,Unemployed,Low,Rural,Party C,No,4,5,Education,No,Party C,Yes,7.2,62,Cloudy,4,6.8
VOTER_21719,Rajasthan,Central,63,Male,Post Graduate,Homemaker,Upper Middle,Urban,Party E,No,3,3,Corruption,Yes,Party D,No,6.63,92,Cloudy,4,3.6
VOTER_21720,Maharashtra,North,78,Female,Higher Secondary,Doctor,Low,Urban,Party A,No,3,1,Infrastructure,No,Party C,Yes,14.38,122,Sunny,2,1.2
VOTER_21721,Bihar,North,69,Other,Higher Secondary,Engineer,Low,Rural,Party B,Yes,4,4,Education,No,Party E,No,7.05,86,Sunny,4,7.1
VOTER_21722,West Bengal,North,51,Other,Secondary,Unemployed,High,Urban,Party A,No,2,4,Agriculture,No,Party C,No,7.65,18,Rainy,1,3.1
VOTER_21723,Bihar,West,52,Other,Primary,Homemaker,Middle,Rural,Party E,Yes,4,1,Agriculture,No,Party D,Yes,2.39,179,Cloudy,1,2.6
VOTER_21724,Andhra Pradesh,Central,54,Male,Secondary,Teacher,Low,Rural,Party D,Yes,3,5,Women Safety,No,Party B,No,20.98,91,Sunny,3,3.5
VOTER_21725,Gujarat,South,78,Other,No Schooling,Business,Middle,Urban,Party E,Yes,4,2,Agriculture,Yes,Party B,No,10.21,63,Rainy,1,6.1
VOTER_21726,Karnataka,North,66,Female,Primary,Engineer,Middle,Urban,Party C,No,3,1,Agriculture,No,Party A,Yes,22.0,27,Sunny,4,6.8
VOTER_21727,Maharashtra,North,26,Other,No Schooling,Homemaker,High,Urban,Party A,No,5,5,Crime,No,Party A,Yes,2.06,57,Sunny,4,7.7
VOTER_21728,Gujarat,North,36,Other,Graduate,Homemaker,Low,Rural,Party E,Yes,4,3,Healthcare,No,Party E,No,17.04,166,Sunny,5,2.6
VOTER_21729,Karnataka,North,45,Other,Primary,Business,High,Urban,Party E,No,1,3,Crime,Yes,Party B,Yes,19.38,110,Cloudy,3,1.8
VOTER_21730,West Bengal,Central,43,Female,Secondary,Unemployed,Middle,Urban,Party A,Yes,4,5,Corruption,No,Party E,No,23.85,88,Sunny,3,5.5
VOTER_21731,Bihar,East,55,Female,No Schooling,Homemaker,High,Urban,Party D,No,3,3,Education,Yes,Party B,Yes,10.79,128,Sunny,1,2.4
VOTER_21732,West Bengal,North,57,Other,Higher Secondary,Laborer,Low,Rural,Party A,Yes,2,4,Healthcare,No,Party E,Yes,5.89,130,Cloudy,2,2.0
VOTER_21733,Maharashtra,East,42,Male,No Schooling,Farmer,Middle,Rural,Party B,Yes,3,1,Women Safety,No,Party E,No,9.95,36,Sunny,1,2.7
VOTER_21734,Karnataka,West,40,Male,Higher Secondary,Engineer,Middle,Urban,Party D,Yes,5,4,Infrastructure,No,Party B,Yes,16.05,102,Rainy,1,5.4
VOTER_21735,Tamil Nadu,West,82,Other,Post Graduate,Doctor,High,Urban,Party E,Yes,2,5,Agriculture,No,Party D,Yes,1.46,54,Sunny,5,6.6
VOTER_21736,Andhra Pradesh,South,39,Male,No Schooling,Doctor,High,Urban,Party E,Yes,1,1,Unemployment,No,Party C,No,22.72,172,Sunny,2,5.7
VOTER_21737,Uttar Pradesh,North,81,Other,Secondary,Student,High,Rural,Party E,No,1,3,Agriculture,Yes,Party A,No,5.56,29,Rainy,4,9.1
VOTER_21738,Rajasthan,West,75,Male,Post Graduate,Doctor,Upper Middle,Rural,Party A,Yes,5,1,Corruption,No,Party B,No,22.2,163,Rainy,5,2.0
VOTER_21739,West Bengal,Central,45,Other,Post Graduate,Engineer,Middle,Urban,Party B,No,5,1,Crime,Yes,Party B,No,8.43,39,Cloudy,3,3.9
VOTER_21740,West Bengal,Central,21,Male,Higher Secondary,Doctor,Low,Rural,Party E,No,5,3,Corruption,No,Party E,Yes,18.37,175,Sunny,3,4.3
VOTER_21741,Madhya Pradesh,East,18,Other,Graduate,Unemployed,High,Urban,Party A,No,5,2,Education,Yes,Party D,No,9.5,121,Rainy,3,4.2
VOTER_21742,Karnataka,Central,43,Male,Post Graduate,Teacher,High,Urban,Party C,Yes,4,3,Agriculture,No,Party B,Yes,7.9,137,Cloudy,2,1.5
VOTER_21743,Andhra Pradesh,North,50,Female,Post Graduate,Retired,Low,Urban,Party D,No,3,4,Women Safety,No,Party D,Yes,13.37,167,Rainy,1,1.3
VOTER_21744,Maharashtra,West,44,Other,Primary,Business,Upper Middle,Urban,Party C,Yes,4,2,Corruption,No,Party C,No,22.66,131,Cloudy,3,5.1
VOTER_21745,Rajasthan,West,59,Female,No Schooling,Engineer,Low,Rural,Party E,Yes,2,4,Agriculture,No,Party E,No,0.64,19,Rainy,1,4.2
VOTER_21746,Gujarat,West,81,Female,Graduate,Laborer,Middle,Urban,Party E,Yes,1,5,Crime,Yes,Party C,Yes,14.97,70,Rainy,5,2.1
VOTER_21747,Karnataka,North,42,Other,Secondary,Unemployed,Middle,Urban,Party B,No,1,4,Corruption,Yes,Party B,Yes,18.4,142,Cloudy,3,6.8
VOTER_21748,Andhra Pradesh,South,21,Female,Secondary,Business,Upper Middle,Urban,Party E,Yes,2,1,Corruption,No,Party C,No,24.61,35,Cloudy,2,3.7
VOTER_21749,Andhra Pradesh,East,29,Female,No Schooling,Retired,High,Rural,Party A,Yes,1,5,Women Safety,Yes,Party D,No,21.09,84,Cloudy,5,4.3
VOTER_21750,Maharashtra,Central,75,Female,No Schooling,Engineer,Middle,Urban,Party B,Yes,5,2,Infrastructure,No,Party A,No,24.11,82,Rainy,5,4.6
VOTER_21751,West Bengal,East,28,Female,No Schooling,Unemployed,High,Urban,Party C,Yes,5,4,Women Safety,No,Party D,Yes,10.42,133,Cloudy,3,9.5
VOTER_21752,Uttar Pradesh,East,76,Female,Higher Secondary,Business,High,Urban,Party B,Yes,5,5,Women Safety,Yes,Party E,Yes,1.95,162,Sunny,3,8.1
VOTER_21753,West Bengal,West,53,Other,No Schooling,Unemployed,Low,Urban,Party B,No,2,4,Agriculture,Yes,Party B,No,1.99,23,Cloudy,5,7.2
